text,label
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف. تداولته مواقع التواصل الاجتماعي. دون تأكيد رسمي حتى الآن,real
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. في بيان رسمي اليوم. وذلك وفقًا لتقارير متداولة,fake
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. في تطور جديد للأحداث,real
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. وذلك وفقًا لتقارير متداولة صدمة كبيرة للجميع,fake
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. حسب مصادر رسمية. صدمة كبيرة للجميع,real
كائنات فضائية تهبط في القاهرة وتلتقي بالحكومة سرًا. في بيان رسمي اليوم.,real
تحويل جميع السيارات إلى طائرة خلال عام واحد. دون تأكيد رسمي حتى الآن,fake
اكتشاف مدينة تحت الأرض في الصحراء المصرية عمرها 5000 سنة بدون دليل. حسب مصادر رسمية. وسط تفاعل واسع على مواقع التواصل,fake
العثور على علاج سحري يوقف الشيخوخة خلال أسبوع واحد. وذلك وفقًا لتقارير متداولة خبر يهز العالم,fake
وقعت مصر اتفاقية تعاون جديدة في مجال الطاقة المتجددة.,real
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. في تطور جديد للأحداث,real
كائنات فضائية تهبط في القاهرة وتلتقي بالحكومة سرًا. وذلك وفقًا لتقارير متداولة,fake
تحويل جميع االسيارات إلى طائرة خلال عام واحد. دون تأكيد رسمي حتى الآن,fake
افتتحت الحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. وسط تفاعل واسع على مواقع التواصل,real
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. بحسب مصادر مطلعة,real
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد. خبر يهز العالم,real
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية. دون تأكيد رسمي حتى الآن,real
إلغاء التعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. حسب مصادر رسمية. وذلك وفقًا لتقارير متداولة خبر يهز العالم,fake
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. دون تأكيد رسمي حتى الآن كارثة غير متوقعة,real
اختفاء االأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. صدمة كبيرة للجميع,fake
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. حسب مصادر رسمية.,fake
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. تداولته مواقع التواصل الاجتماعي. بحسب مصادر مطلعة صدمة كبيرة للجميع,real
تحويل جميع السيارات إلى طائرة خلال عام واحد.,real
افتتح رئيس االوزراء مصنع جديد للسيارات الكهربائية.,real
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. وسط تفاعل واسع على مواقع التواصل خبر يهز العالم,fake
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. دون تأكيد رسمي حتى الآن كارثة غير متوقعة,fake
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية. دون تأكيد رسمي حتى الآن خبر يهز العالم,real
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. وسط تفاعل واسع على مواقع التواصل,real
كائنات فضائية تهبط في القاهرة وتلتقي بالحكومة سرًا. بحسب مصادر مطلعة لن تصدق ما حدث,fake
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. بحسب مصادر مطلعة,real
وقعت مصر اتفاقية تعاون جديدة في مجال الطاقة المتجددة. في بيان رسمي اليوم.,real
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. في بيان رسمي اليوم. وذلك وفقًا لتقارير متداولة,fake
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. في بيان رسمي اليوم. وسط تفاعل واسع على مواقع التواصل,fake
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. وسط تفاعل واسع على مواقع التواصل,fake
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. خبر يهز العالم,real
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية. دون تأكيد رسمي حتى الآن خبر يهز العالم,real
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. كارثة غير متوقعة,fake
ارتفع سعر االذهب اليوم في الأسواق العالمية بنسبة طفيفة. دون تأكيد رسمي حتى الآن,fake
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. حسب مصادر رسمية. وسط تفاعل واسع على مواقع التواصل,real
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية.,real
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. وسط تفاعل واسع على مواقع التواصل خبر يهز العالم,fake
كائنات فضائية تهبط في القاهرة وتلتقي بالحكومة سرًا. وذلك وفقًا لتقارير متداولة خبر يهز العالم,fake
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. تداولته مواقع التواصل الاجتماعي.,real
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف. وفقاً لتقارير إعلامية. لن تصدق ما حدث,fake
كائنات فضائية تهبط في القاهرة وتلتقي بالحكومة سرًا. حسب مصادر رسمية.,fake
كائنات فضائية تهبط في االقاهرة وتلتقي بالحكومة سرًا. وسط تفاعل واسع على مواقع التواصل خبر يهز العالم,fake
افتتحت الحكومة مشروع جديد لتطوير البنية التحتية في القاهرة.,real
العثور على علاج سحري يوقف الشيخوخة خلال أسبوع واحد. من مصادر غير مؤكدة. في تطور جديد للأحداث,fake
زيادة االاستثمارات الأجنبية المباشرة خلال الربع الأخير. في تطور جديد للأحداث,real
إلغاء التعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً.,fake
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. من مصادر غير مؤكدة. دون تأكيد رسمي حتى الآن,real
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. بحسب مصادر مطلعة,real
افتتح رئيس االوزراء مصنع جديد للسيارات الكهربائية.,real
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير.,real
انقطاع االإنترنت في العالم كله بسبب هجوم غير معروف. صدمة كبيرة للجميع,fake
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. كارثة غير متوقعة,fake
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف. وذلك وفقًا لتقارير متداولة,real
حقق االمنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. وسط تفاعل واسع على مواقع التواصل,fake
حقق االمنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. حسب مصادر رسمية. وسط تفاعل واسع على مواقع التواصل,real
كائنات فضائية تهبط في القاهرة وتلتقي بالحكومة سرًا.,fake
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. في تطور جديد للأحداث,real
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. بحسب مصادر مطلعة,real
أعلنت وزارة االصحة عن تحديث جديد في نظام التطعيمات في مصر. دون تأكيد رسمي حتى الآن,real
تحويل جميع االسيارات إلى طائرة خلال عام واحد. وفقاً لتقارير إعلامية. دون تأكيد رسمي حتى الآن كارثة غير متوقعة,fake
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. في تطور جديد للأحداث,fake
افتتح رئيس االوزراء مصنع جديد للسيارات الكهربائية. وذلك وفقًا لتقارير متداولة,real
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. وسط تفاعل واسع على مواقع التواصل لن تصدق ما حدث,fake
اكتشاف مدينة تحت الأرض في الصحراء المصرية عمرها 5000 سنة بدون دليل. دون تأكيد رسمي حتى الآن,fake
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. دون تأكيد رسمي حتى الآن,real
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد. بحسب مصادر مطلعة,real
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. بحسب مصادر مطلعة,fake
تحويل جميع السيارات إلى طائرة خلال عام واحد. بحسب مصادر مطلعة,real
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية. حسب مصادر رسمية. وسط تفاعل واسع على مواقع التواصل,real
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة.,real
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد. في تطور جديد للأحداث,real
تحويل جميع االسيارات إلى طائرة خلال عام واحد. حسب مصادر رسمية. كارثة غير متوقعة,fake
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. خبر يهز العالم,real
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد. وذلك وفقًا لتقارير متداولة,real
كائنات فضائية تهبط في القاهرة وتلتقي بالحكومة سرًا. وسط تفاعل واسع على مواقع التواصل كارثة غير متوقعة,fake
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. تداولته مواقع التواصل الاجتماعي. بحسب مصادر مطلعة,real
كائنات فضائية تهبط في القاهرة وتلتقي بالحكومة سرًا. بحسب مصادر مطلعة,fake
العثور على علاج سحري يوقف الشيخوخة خلال أسبوع واحد. في بيان رسمي اليوم.,fake
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. في تطور جديد للأحداث,fake
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد. وسط تفاعل واسع على مواقع التواصل,real
أعلنت جامعة االقاهرة نتائج تنسيق القبول للطلاب الجدد.,real
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. من مصادر غير مؤكدة. وسط تفاعل واسع على مواقع التواصل,fake
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. وفقاً لتقارير إعلامية. في تطور جديد للأحداث,fake
تحويل جميع السيارات إلى طائرة خلال عام واحد. دون تأكيد رسمي حتى الآن,fake
افتتحت االحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. في تطور جديد للأحداث خبر يهز العالم,real
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. وسط تفاعل واسع على مواقع التواصل,fake
إلغاء االتعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. دون تأكيد رسمي حتى الآن لن تصدق ما حدث,fake
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. وسط تفاعل واسع على مواقع التواصل كارثة غير متوقعة,fake
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي.,real
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية. من مصادر غير مؤكدة. في تطور جديد للأحداث خبر يهز العالم,real
كائنات فضائية تهبط في االقاهرة وتلتقي بالحكومة سرًا.,fake
وقعت مصر اتفاقية تعاون جديدة في مجال الطاقة المتجددة. من مصادر غير مؤكدة. وسط تفاعل واسع على مواقع التواصل,real
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف.,fake
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن.,fake
العثور على علاج سحري يوقف الشيخوخة خلال أسبوع واحد. دون تأكيد رسمي حتى الآن لن تصدق ما حدث,fake
تحويل جميع االسيارات إلى طائرة خلال عام واحد. صدمة كبيرة للجميع,real
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. وفقاً لتقارير إعلامية. في تطور جديد للأحداث صدمة كبيرة للجميع,real
اختفاء االأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. وذلك وفقًا لتقارير متداولة,fake
افتتحت االحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. بحسب مصادر مطلعة صدمة كبيرة للجميع,real
تحويل جميع السيارات إلى طائرة خلال عام واحد.,fake
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. في بيان رسمي اليوم. وذلك وفقًا لتقارير متداولة,real
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. من مصادر غير مؤكدة. لن تصدق ما حدث,fake
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. في تطور جديد للأحداث,real
وقعت مصر اتفاقية تعاون جديدة في مجال الطاقة المتجددة. بحسب مصادر مطلعة,real
كائنات فضائية تهبط في القاهرة وتلتقي بالحكومة سرًا. وسط تفاعل واسع على مواقع التواصل,fake
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. من مصادر غير مؤكدة. وذلك وفقًا لتقارير متداولة,real
إلغاء التعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. وسط تفاعل واسع على مواقع التواصل,fake
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. بحسب مصادر مطلعة,real
تحويل جميع السيارات إلى طائرة خلال عام واحد. لن تصدق ما حدث,real
كائنات فضائية تهبط في القاهرة وتلتقي بالحكومة سرًا.,fake
افتتحت الحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. تداولته مواقع التواصل الاجتماعي. بحسب مصادر مطلعة,fake
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. وفقاً لتقارير إعلامية. في تطور جديد للأحداث,fake
إلغاء االتعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. من مصادر غير مؤكدة. وسط تفاعل واسع على مواقع التواصل,fake
تحويل جميع السيارات إلى طائرة خلال عام واحد. من مصادر غير مؤكدة. خبر يهز العالم,fake
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. تداولته مواقع التواصل الاجتماعي.,fake
افتتحت االحكومة مشروع جديد لتطوير البنية التحتية في القاهرة.,real
وقعت مصر اتفاقية تعاون جديدة في مجاال الطاقة المتجددة. حسب مصادر رسمية. في تطور جديد للأحداث,real
افتتحت االحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. كارثة غير متوقعة,real
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. من مصادر غير مؤكدة. في تطور جديد للأحداث صدمة كبيرة للجميع,real
تحويل جميع السيارات إلى طائرة خلال عام واحد. وذلك وفقًا لتقارير متداولة,fake
وقعت مصر اتفاقية تعاون جديدة في مجال الطاقة المتجددة. تداولته مواقع التواصل الاجتماعي. صدمة كبيرة للجميع,real
كائنات فضائية تهبط في القاهرة وتلتقي بالحكومة سرًا. وفقاً لتقارير إعلامية.,fake
تحويل جميع االسيارات إلى طائرة خلال عام واحد.,fake
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. في بيان رسمي اليوم. وذلك وفقًا لتقارير متداولة خبر يهز العالم,real
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد. بحسب مصادر مطلعة كارثة غير متوقعة,real
نجم عاالمي يعلن اعتزاله بسبب حدث غامض غير معلن. في تطور جديد للأحداث صدمة كبيرة للجميع,real
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. وسط تفاعل واسع على مواقع التواصل,real
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن.,fake
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد.,real
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. بحسب مصادر مطلعة خبر يهز العالم,fake
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. حسب مصادر رسمية. بحسب مصادر مطلعة,real
إلغاء التعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. بحسب مصادر مطلعة صدمة كبيرة للجميع,fake
إلغاء التعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. وسط تفاعل واسع على مواقع التواصل صدمة كبيرة للجميع,fake
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي.,real
ارتفع سعر االذهب اليوم في الأسواق العالمية بنسبة طفيفة.,real
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. وفقاً لتقارير إعلامية.,fake
افتتح رئيس االوزراء مصنع جديد للسيارات الكهربائية. في بيان رسمي اليوم. صدمة كبيرة للجميع,real
اكتشاف مدينة تحت الأرض في الصحراء المصرية عمرها 5000 سنة بدون دليل.,fake
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير.,real
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي.,fake
زيادة االاستثمارات الأجنبية المباشرة خلال الربع الأخير. دون تأكيد رسمي حتى الآن,real
إلغاء التعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. بحسب مصادر مطلعة,fake
ارتفاع االدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. وذلك وفقًا لتقارير متداولة,fake
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد.,real
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة.,fake
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية. حسب مصادر رسمية. في تطور جديد للأحداث خبر يهز العالم,fake
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. حسب مصادر رسمية. في تطور جديد للأحداث لن تصدق ما حدث,fake
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. في تطور جديد للأحداث,real
افتتحت الحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. دون تأكيد رسمي حتى الآن لن تصدق ما حدث,fake
اكتشاف مدينة تحت الأرض في الصحراء المصرية عمرها 5000 سنة بدون دليل. بحسب مصادر مطلعة,fake
إلغاء التعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً.,fake
كائنات فضائية تهبط في القاهرة وتلتقي بالحكومة سرًا.,fake
انخفض معدل االتضخم خلال الشهر الماضي وفقاً للبنك المركزي.,real
وقعت مصر اتفاقية تعاون جديدة في مجاال الطاقة المتجددة. بحسب مصادر مطلعة,real
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد. دون تأكيد رسمي حتى الآن لن تصدق ما حدث,real
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. دون تأكيد رسمي حتى الآن لن تصدق ما حدث,real
انخفض معدل االتضخم خلال الشهر الماضي وفقاً للبنك المركزي. دون تأكيد رسمي حتى الآن,real
حقق االمنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. دون تأكيد رسمي حتى الآن,real
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. دون تأكيد رسمي حتى الآن,real
ارتفع سعر االذهب اليوم في الأسواق العالمية بنسبة طفيفة.,real
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. دون تأكيد رسمي حتى الآن,fake
حقق االمنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. وذلك وفقًا لتقارير متداولة لن تصدق ما حدث,real
االعثور على علاج سحري يوقف الشيخوخة خلال أسبوع واحد.,fake
العثور على علاج سحري يوقف الشيخوخة خلال أسبوع واحد. خبر يهز العالم,real
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. حسب مصادر رسمية. دون تأكيد رسمي حتى الآن كارثة غير متوقعة,real
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة.,fake
كائنات فضائية تهبط في االقاهرة وتلتقي بالحكومة سرًا.,fake
ارتفاع االدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. في بيان رسمي اليوم. صدمة كبيرة للجميع,fake
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. في بيان رسمي اليوم. وذلك وفقًا لتقارير متداولة,real
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. في تطور جديد للأحداث صدمة كبيرة للجميع,fake
افتتحت الحكومة مشروع جديد لتطوير البنية التحتية في القاهرة.,fake
نجم عاالمي يعلن اعتزاله بسبب حدث غامض غير معلن. تداولته مواقع التواصل الاجتماعي. دون تأكيد رسمي حتى الآن,fake
انقطاع الإنترنت في العالم كله بسبب هجوم غير معروف. وسط تفاعل واسع على مواقع التواصل,fake
اكتشاف مدينة تحت الأرض في الصحراء المصرية عمرها 5000 سنة بدون دليل. في بيان رسمي اليوم.,fake
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. وفقاً لتقارير إعلامية. في تطور جديد للأحداث,fake
زيادة االاستثمارات الأجنبية المباشرة خلال الربع الأخير. كارثة غير متوقعة,real
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. وذلك وفقًا لتقارير متداولة كارثة غير متوقعة,real
تحويل جميع السيارات إلى طائرة خلال عام واحد. دون تأكيد رسمي حتى الآن لن تصدق ما حدث,fake
دواء جديد يجعل االإنسان يطير خلال دقائق بعد تناوله. في بيان رسمي اليوم. وسط تفاعل واسع على مواقع التواصل خبر يهز العالم,fake
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. وفقاً لتقارير إعلامية. في تطور جديد للأحداث,real
اكتشاف مدينة تحت االأرض في الصحراء المصرية عمرها 5000 سنة بدون دليل. بحسب مصادر مطلعة,fake
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية.,real
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. وسط تفاعل واسع على مواقع التواصل خبر يهز العالم,fake
تحويل جميع السيارات إلى طائرة خلال عام واحد. تداولته مواقع التواصل الاجتماعي. وذلك وفقًا لتقارير متداولة خبر يهز العالم,fake
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان.,fake
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. في بيان رسمي اليوم. كارثة غير متوقعة,real
كائنات فضائية تهبط في القاهرة وتلتقي بالحكومة سرًا.,fake
أعلنت شركة عاالمية عن إطلاق هاتف جديد بمواصفات متطورة.,real
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة.,real
نجم عاالمي يعلن اعتزاله بسبب حدث غامض غير معلن. دون تأكيد رسمي حتى الآن,fake
كائنات فضائية تهبط في القاهرة وتلتقي بالحكومة سرًا. وذلك وفقًا لتقارير متداولة,real
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. بحسب مصادر مطلعة خبر يهز العالم,real
افتتح رئيس االوزراء مصنع جديد للسيارات الكهربائية. وذلك وفقًا لتقارير متداولة خبر يهز العالم,real
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. وذلك وفقًا لتقارير متداولة,fake
إلغاء االتعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. وسط تفاعل واسع على مواقع التواصل كارثة غير متوقعة,fake
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله. حسب مصادر رسمية.,fake
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. بحسب مصادر مطلعة,real
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. في بيان رسمي اليوم. دون تأكيد رسمي حتى الآن خبر يهز العالم,real
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. في بيان رسمي اليوم.,real
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. تداولته مواقع التواصل الاجتماعي. وذلك وفقًا لتقارير متداولة,real
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. وذلك وفقًا لتقارير متداولة كارثة غير متوقعة,real
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن.,fake
ارتفع سعر الذهب اليوم في الأسواق العالمية بنسبة طفيفة. من مصادر غير مؤكدة. دون تأكيد رسمي حتى الآن,real
افتتحت الحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. بحسب مصادر مطلعة,real
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. في تطور جديد للأحداث,fake
افتتح رئيس االوزراء مصنع جديد للسيارات الكهربائية. في تطور جديد للأحداث,real
وقعت مصر اتفاقية تعاون جديدة في مجال الطاقة المتجددة. وسط تفاعل واسع على مواقع التواصل,real
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان.,fake
تحويل جميع االسيارات إلى طائرة خلال عام واحد. تداولته مواقع التواصل الاجتماعي. خبر يهز العالم,fake
نجم عاالمي يعلن اعتزاله بسبب حدث غامض غير معلن. دون تأكيد رسمي حتى الآن صدمة كبيرة للجميع,fake
دواء جديد يجعل الإنسان يطير خلال دقائق بعد تناوله.,fake
أعلنت جامعة القاهرة نتائج تنسيق القبول للطلاب الجدد. كارثة غير متوقعة,real
أعلنت وزارة الصحة عن تحديث جديد في نظام التطعيمات في مصر. وفقاً لتقارير إعلامية.,real
تحويل جميع السيارات إلى طائرة خلال عام واحد. بحسب مصادر مطلعة,fake
ارتفع سعر االذهب اليوم في الأسواق العالمية بنسبة طفيفة. بحسب مصادر مطلعة لن تصدق ما حدث,real
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. دون تأكيد رسمي حتى الآن كارثة غير متوقعة,real
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. بحسب مصادر مطلعة,fake
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. تداولته مواقع التواصل الاجتماعي. في تطور جديد للأحداث لن تصدق ما حدث,real
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. في تطور جديد للأحداث صدمة كبيرة للجميع,real
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. وسط تفاعل واسع على مواقع التواصل,fake
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي. في تطور جديد للأحداث,fake
افتتحت االحكومة مشروع جديد لتطوير البنية التحتية في القاهرة. من مصادر غير مؤكدة.,real
العثور على علاج سحري يوقف الشيخوخة خلال أسبوع واحد. كارثة غير متوقعة,fake
اكتشاف مدينة تحت الأرض في الصحراء المصرية عمرها 5000 سنة بدون دليل. لن تصدق ما حدث,fake
اختفاء الأهرامات لمدة ساعة ثم عودتها فجأة وفق شهود عيان. خبر يهز العالم,fake
افتتح رئيس االوزراء مصنع جديد للسيارات الكهربائية. بحسب مصادر مطلعة,real
إلغاء االتعليم في المدارس واستبداله بالذكاء الاصطناعي بالكامل غداً. في بيان رسمي اليوم. بحسب مصادر مطلعة كارثة غير متوقعة,fake
وقعت مصر اتفاقية تعاون جديدة في مجال الطاقة المتجددة.,real
تحويل جميع السيارات إلى طائرة خلال عام واحد. وذلك وفقًا لتقارير متداولة صدمة كبيرة للجميع,fake
تحويل جميع االسيارات إلى طائرة خلال عام واحد. دون تأكيد رسمي حتى الآن,fake
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي.,real
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. وفقاً لتقارير إعلامية. وسط تفاعل واسع على مواقع التواصل,real
أعلنت شركة عالمية عن إطلاق هاتف جديد بمواصفات متطورة. حسب مصادر رسمية.,real
تحويل جميع السيارات إلى طائرة خلال عام واحد. بحسب مصادر مطلعة خبر يهز العالم,fake
نجم عالمي يعلن اعتزاله بسبب حدث غامض غير معلن. وسط تفاعل واسع على مواقع التواصل,fake
ارتفاع الدولار إلى 100 جنيه خلال ساعات حسب مصادر مجهولة. في بيان رسمي اليوم. وسط تفاعل واسع على مواقع التواصل,real
حقق المنتخب الوطني فوزاً في مباراة ودية استعداداً للبطولة. تداولته مواقع التواصل الاجتماعي. دون تأكيد رسمي حتى الآن,real
زيادة الاستثمارات الأجنبية المباشرة خلال الربع الأخير. وفقاً لتقارير إعلامية. في تطور جديد للأحداث,real
انخفض معدل التضخم خلال الشهر الماضي وفقاً للبنك المركزي.,real
افتتح رئيس الوزراء مصنع جديد للسيارات الكهربائية. في بيان رسمي اليوم. وذلك وفقًا لتقارير متداولة صدمة كبيرة للجميع,real
ارتفع سعر االذهب اليوم في الأسواق العالمية بنسبة طفيفة. في تطور جديد للأحداث لن تصدق ما حدث,real
